LGA Status,Program Name,Round,Recipient Name,Physical Address of Recipient - Suburb/Location,Physical Address of Recipient - Post Code,University Collaborator (if applicable),Other Partners/ Collaborators (if applicable),Investment/Project Title,Primary Location of Activity/Project - Suburb/Location,Primary Location of Activity/Project - Post Code,Multiple Locations of Activity/Project,Local Government Area (LGA),RAP Region (based on Project Location),State Electorate,Contractual Commitment ($ GST excl.),Approval Date,Approval Year,Indigenous_Related,Medical_Related
Regional Councils,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,Central Queensland University,Norman Gardens,4701,," SynBio Pty Ltd 
 Northern Oil Refineries Pty Ltd",Cheaper greener Queensland: Optimising renewable fuel production from mixed-waste - Jahirul Islam,Norman Gardens,4701,"39 Guerassimoff Road, Yarwun, Qld 4694",Rockhampton (R),Central Queensland,Keppel,360000,2021-10-20,2021,0,0
Regional Councils,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,Central Queensland University,Norman Gardens,4701,, DIT Agtech Limited,New methane mitigation technology to increase Queensland’s beef industry sustainability –Diogo Costa,Kawana,4701,"Belmont Research Station, Rockhampton, QLD; and DIT clients at Paraway’s Rocklands Station, Camooweal, QLD and Yelvertoft’s Coolreagh Station, Mount Isa, QLD",Rockhampton (R),Central Queensland,Keppel,240000,2021-10-20,2021,0,0
Regional Councils,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,University of Southern Queensland,Darling Heights (Toowoomba),4350,," Zero Waste Matters 
 Plastic and Rubber Technical Education Centre (PARTEC) 
 Austrak Pty Ltd.",Integrating waste plastics into sleeper for sustainable railway infrastructure - Wahid Ferdous,Darling Heights,4350,"140 Creek St, Brisbane City QLD 4000; 1030 Cavendish Rd, Mount Gravatt QLD 4122; and 1/271a South Street, Toowoomba QLD 4350",Toowoomba (R),Darling Downs,Toowoomba South,160000,2021-10-20,2021,0,0
Regional Councils,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,University of Southern Queensland,Darling Heights (Toowoomba),4350,," Gold Coast Council 
 Sunshine Coast Council 
 Beyond Materials Group Pty Ltd",Novel and Sustainable Protective Concrete Seawall Infrastructure - Omar Alajarmeh,Darling Heights,4350,"3/26 Octa St, Yatala QLD 2407; 54 Industrial Ave, Caloundra West QLD 4551; 26 Eleventh Ave, Palm Beach QLD 4221",Toowoomba (R),Darling Downs,Toowoomba South,240000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,The University of Queensland,St Lucia,4067,," Hanson Group Pty Ltd 
 GHD Pty Ltd 
 GCP Australia Pty Ltd T/A GCP Applied Technologies 
 Enviro Sand Pty Ltd 
 Aurecon Group Pty Ltd",Development of Sustainable Shotcrete using Cullet - Mehdi Serati,St Lucia,4072,,Brisbane (C),Brisbane and Redlands,Maiwar,360000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,The University of Queensland,St Lucia,4067,," New England BioLabs Australia 
 Scion (New Zealand Forest Research Institute Limited) 
 ATTIA Ltd 
 Australian Native Products 
 Howe Farming Enterprises 
 Tropical Pines Pty Ltd 
 Ben Clifton Family Trust and John Cranny Family Trust ATF Valley Syndicate 
 R & M Packing Pty Ltd T/A NQ Paradise Pines 
 Pinata Farms Pty Ltd 
 Nufarm Australia Limited 
 Kai Loa Pty Ltd 
 Greenlife Industry Australia Pty Ltd 
 Department of Agriculture and Fisheries",RNA vaccines for next generation crop protection: facilitating adoption - Anne Sawyer,St Lucia,4072,"Dutton Park, QLD; Beerwah, QLD; Traverston, QLD; Yeppoon, QLD; Mareeba, QLD; The Channon, NSW, Rotorura, New Zealand",Brisbane (C),Brisbane and Redlands,Maiwar,360000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,The University of Queensland,St Lucia,4067,," Anderson Horticulture 
 The AvoTree Nursery 
 Costa Group 
 Department of Agriculture and Fisheries",Innovating avocado for indoor cropping - Advanced climate-smart production systems.  Christopher O'Brien,Indooroopilly,4068,"Meadowvale QLD, Childers QLD, Atherton Tablelands Far North Queensland, Duranbah NSW",Brisbane (C),Brisbane and Redlands,Maiwar,240000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,Griffith University,Nathan,4111,," Beam Mobility Australia Pty Ltd 
 Neuron Mobility (Australia) Pty Ltd 
 Townsville City Council 
 Brisbane City Council 
 Department of Transport and Main Roads",Transforming Queensland Tourism with Micro-transport – Abraham Leung,Nathan,4111,"Brisbane, Townsville",Brisbane (C),Brisbane and Redlands,Toohey,240000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,The University of Queensland,St Lucia,4067,," Santos Limited 
 Australia Pacific LNG Pty Ltd 
 Arrow Energy Pty Ltd",Using artificial intelligence to increase gas supply - Ruizhi Zhong,St Lucia,4072,,Brisbane (C),Brisbane and Redlands,Maiwar,160000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,The University of Queensland,St Lucia,4067,, VSPC Pty Ltd,Robust cathode materials for next-generation high-energy-density and low-cost lithium-ion batteries- Xia Huang,St Lucia,4072,"31 Westgate Street, Wacol Brisbane, Queensland 4076",Brisbane (C),Brisbane and Redlands,Maiwar,160000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,The University of Queensland,St Lucia,4067,," Australia Pacific LNG Pty Limited 
 Santos Limited 
 Arrow Energy Pty Ltd 
 Terra Sana Consultants",Novel statistical estimation of fugitive methane emissions using drones - Sebastian Hoerning,St Lucia,4072,,Brisbane (C),Brisbane and Redlands,Maiwar,160000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,The University of Queensland,St Lucia,4067,, Queensland Health,Using AI to save lives: identifying deteriorating patients earlier  - Anton van der Vegt,Woolloongabba,4102,"Herston QLD 4006, St Lucia, QLD, 4067",Brisbane (C),Brisbane and Redlands,Maiwar,240000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,University of Queensland,St Lucia,4067,, EMvision Medical Devices Ltd,Graph-based learning approaches for monitoring clinical outcome of stroke patients - Guohun Zhu,St Lucia,4072,,Brisbane (C),Brisbane and Redlands,Maiwar,100000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,Griffith University,Nathan,4111,," Raw Power Systems Pty Ltd (RPS) 
 Visio Recycling",Production of value-added products from waste extinguishers and tyres – Tak Kim,Nathan,4111,"Yatala, QLD / Parkwood, QLD",Brisbane (C),Brisbane and Redlands,Toohey,240000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,Queensland University of Technology,Brisbane City,4000,, Tree Crop Technologies Pty Ltd trading as Verterra,Artificial Intelligence Enabled Mine Site Rehabilitation - Kien Nguyen,Brisbane City,4000,"2 George St, Brisbane City, 4000, QLD",Brisbane (C),Brisbane and Redlands,McConnel,360000,2021-10-20,2021,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2021 Round 4,Queensland University of Technology,Kelvin Grove,4059,," Zeolite Australia Pty Ltd 
 SynBio Pty Ltd 
 Freshbitz Pty Ltd",Advanced Engineered Materials from Queensland Natural Resources – John Outram,Brisbane City,4000,"Redlands, QLD; Emerald, QLD; Escott, NSW; Banyo, QLD",Brisbane (C),Brisbane and Redlands,McConnel,240000,2021-10-20,2021,0,0
Regional Councils,Regional Futures - Events and Activations,Round 1,James Cook University,Smithfield,4878,," James Cook University 
 K J Ross & Associates Pty Ltd",The Northern Australia Indigenous Datathon 2021,Smithfield,4878,Torres Strait,Cairns (R),Far North Queensland,Barron River,5000,2021-10-21,2021,1,0
Regional Councils,Regional Futures - Events and Activations,Round 1,Engage and Create Consulting Pty Ltd,Goondiwindi,4390,,,AgTech 2021,Emerald,4720,,Goondiwindi (R),Central Queensland,Southern Downs,680,2021-10-28,2021,0,0
Cities,Regional Futures - ED Qld Con Teams,Ecosystem Development 2021,Co Hort Space Pty Ltd,Southport,4215,,,Queensland Connects Cohort 2 - Gold Coast HealthTech,Southport,4215,,Gold Coast (C),Gold Coast,Bonney,30000,2021-12-17,2021,0,0
Regional Councils,Regional Futures - ED Qld Con Teams,Ecosystem Development 2021,Roma Commerce and Tourism Inc,Roma,4455,,,Queensland Connects Cohort 2 - Roma,Roma,4455,,Maranoa (R),Darling Downs,Warrego,30000,2021-12-17,2021,0,0
Regional Councils,Regional Futures - ED Qld Con Teams,Ecosystem Development 2021,Discover Farming Inc,Goondiwindi,4390,,,Queensland Connects Cohort 2 - Goondiwindi,Goondiwindi,4390,,Goondiwindi (R),Darling Downs,Southern Downs,30000,2021-12-17,2021,0,0
Regional Councils,Regional Futures - ED Qld Con Teams,Ecosystem Development 2021,Central Queensland University,Branyan,4670,,,Queensland Connects Cohort 2 - Wide Bay Burnett,Branyan,4670,,Bundaberg (R),Wide Bay,Bundaberg,21726,2021-12-17,2021,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Tomkat Global Solutions Pty Ltd,Kurrimine Beach,4871,,,Commercialisation of the KoolPak,Kurrimine Beach,4871,,Cassowary Coast (R),Far North Queensland,Hill,150000,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Urpla Software Pty Ltd,Southport,4215,,,Simplifying Development Applications across the Globe,Southport,4215,,Gold Coast (C),Gold Coast,Southport,146250,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,World's Biggest Garage Sale Pty Ltd,Morningside,4170,,,Retail Returns Resource Recovery Platform,Morningside,4170,,Brisbane (C),Brisbane and Redlands,Bulimba,100000,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Nu Flow Technologies 2000 Pty Ltd,Molendinar,4214,,,Structural rehabilitation of water mains using UV curing epoxy technology,Molendinar,4214,,Gold Coast (C),Gold Coast,Southport,50000,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,SendFX Limited,Southport,4215,,,Foreign exchange payments as embedded financial services for corporate clients,Southport,4215,,Gold Coast (C),Gold Coast,Southport,99999,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Simulation Training Group Pty Ltd,Bardon,4065,,,Virtual-Shot: Virtual Firearms Training Platform and Smartphone Mount,Bardon,4065,,Brisbane (C),Brisbane and Redlands,Maiwar,100000,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Spatial Innovation Pty Ltd,Brighton,4017,,,Flood Information Portal for Local Government,Brighton,4017,,Brisbane (C),Brisbane and Redlands,Sandgate,78000,2021-12-20,2021,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Span Engineering Pty Ltd,Emerald,4720,,,Doover - Industrial remote control system for agriculture,Emerald,4720,,Central Highlands (R),Central Queensland,Gregory,100000,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Aeromech Pty Ltd,Brisbane City,4000,,,SARGO - Search and Rescue GO,St Lucia,4072,,Brisbane (C),Brisbane and Redlands,McConnel,100000,2021-12-20,2021,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Hero Software Pty Ltd,Maleny,4552,,,Home Energy Rating & Optimisation (Hero) - Building Simulation Software,Maleny,4552,,Sunshine Coast (R),Sunshine Coast,Glass House,100000,2021-12-20,2021,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Hoops Crm Pty Ltd,Warana,4575,,,"Business Management Software for Print, Promo and Decorated Apparel Businesses",Warana,4575,,Sunshine Coast (R),Sunshine Coast,Kawana,100000,2021-12-20,2021,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Jennifer Isobel McKee,Etty Bay,4858,,,Compliance Management Digitalisation for Horticulture Industry,Etty Bay,4858,,Cassowary Coast (R),Far North Queensland,Hill,92400,2021-12-20,2021,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,OPS (Aust) Pty Ltd,Longreach,4730,,,Smart Remote Water Monitoring and Control,Longreach,4730,,Longreach (R),Outback Queensland,Gregory,99560,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Brancher Pty Ltd,Newstead,4006,,,Virtual Mentoring and Career development for Businesses and Industry Associations,Newstead,4006,,Brisbane (C),Brisbane and Redlands,McConnel,100000,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Earthoffset Pty Ltd,Newstead,4006,,,Commercialisation of organic waste recycling technology,Newstead,4006,,Brisbane (C),Brisbane and Redlands,McConnel,100000,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Embrayse Pty Ltd,Wishart,4122,,,Embrayse Meal Management Solution for Aged Care,Wishart,4122,,Brisbane (C),Brisbane and Redlands,Mansfield,97000,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Geobotica Pty Ltd,Newmarket,4051,,,3D Cognitive Mapping,Brisbane City,4000,,Brisbane (C),Brisbane and Redlands,Stafford,99996,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Kova Australia Pty Ltd,Fortitude Valley,4006,,,Syla - tax reporting and portfolio management software for cryptocurrency,Fortitude Valley,4006,,Brisbane (C),Brisbane and Redlands,McConnel,100000,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,LiXiA Pty Ltd,Townsville City,4810,,,Pole-top sensor for power grid safety and asset life extension,Townsville City,4810,,Townsville (C),Townsville,Townsville,200000,2021-12-20,2021,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,LYRO Robotics Pty Ltd,Eight Mile Plains,4113,,,Commercialisation of automated produce packing system,Eight Mile Plains,4113,,Brisbane (C),Brisbane and Redlands,Toohey,100000,2021-12-20,2021,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2021-22 Round 8,Concrete Data Sensors Pty Ltd,Clontarf,4019,,,Structural Integrity monitoring of Concrete and Wall Structures,Clontarf,4019,,Moreton Bay (R),Moreton Bay,Redcliffe,100000,2021-12-20,2021,0,0
Cities,Regional Futures - Events and Activations,Round 1,Napalao Pty Ltd ATF Moore Family Trust T/A Nectar Creative Communications,Carina,4152,,,National Cleantech Conference and Exhibition,South Brisbane,4101,,Brisbane (C),Brisbane and Redlands,Chatsworth,30000,2022-01-21,2022,0,0
Cities,Open Innovation Challenge,Round 1,Mater Education Ltd,Newstead,4006,,,Immersive Learning at Mater Education,Newstead,4006,Rockhampton,Brisbane (C),Brisbane and Redlands,McConnel,40000,2022-03-16,2022,0,1
Cities,Open Innovation Challenge,Round 1,Queensland XR Hub Pty Ltd,Fortitude Valley,4006,," Microsoft Pty Ltd 
 Boeing Defence Australia Ltd",Aerospace Xelerated Pitch Challenge,Fortitude Valley,4006,,Brisbane (C),Brisbane and Redlands,McConnel,40000,2022-03-18,2022,0,0
Regional Councils,Regional Futures - ED TFN Cluster,Round 1,Regional Development Australia Tropical North Incorporated,Cairns City,4870,,,TNQ Food Network Cluster Project Plan,Cairns City,4870,,Cairns (R),Far North Queensland,Cairns,37500,2022-03-18,2022,0,0
Cities,Regional Futures - Events and Activations,Round 1,Defence CRC for Trusted Autonomous Systems,Toowong,4066,,,2022 Accelerating Trusted Autonomous Systems Symposium,Brisbane City,4000,,Brisbane (C),Brisbane and Redlands,Maiwar,10976,2022-05-08,2022,0,0
Regional Councils,Regional Futures - Events and Activations,Round 1,Health Management Pty Ltd T/as YEP Cairns and Launch FNQ,Cairns North,4870,,,Tropical Innovation Festival 2022,Cairns,4870,,Cairns (R),Far North Queensland,Cairns,22000,2022-05-10,2022,0,0
Regional Councils,Regional Futures - Collaborative Projects,Collaborative Projects 2021,Food and Agribusiness Network Limited,Sippy Downs,4556,," Moreton Bay Regional Council 
 Sunshine Coast Regional Council",Accelerating innovation in place,Sippy Downs,4556,,Sunshine Coast (R),Sunshine Coast,Buderim,199676,2022-05-11,2022,0,0
Regional Councils,Regional Futures - Collaborative Projects,Collaborative Projects 2021,Gladstone Engineering Alliance Inc,Gladstone Central,4680,," ConocoPhillips as downstream operator of Australia Pacific LNG 
 RIO Tinto Aluminium Limited",Gladstone Connects Supplier Platform,Gladstone Central,4680,,Gladstone (R),Central Queensland,Gladstone,100000,2022-05-11,2022,0,0
Regional Councils,Regional Futures - Ecosystem Development,Ecosystem Development 2021,Health Management Pty Ltd,Westcourt,4870,," Banora International Group Pty Ltd 
 Regional Development Australia Tropical North Incorporated",TNQ Seeding Future Innovation,Westcourt,4870,"Palm Cove, Qld, Australia",Cairns (R),Far North Queensland,Cairns,200000,2022-05-11,2022,0,0
Cities,Regional Futures - Events and Activations,Round 1,ASE Group,Brisbane City,4000,,,Young Entrepreneurs Summit events to be held in June and September 2022,Cleveland,4163,"KP Centre, 373 Chatswood Road, Logan",Brisbane (C),Brisbane and Redlands,McConnel,10000,2022-06-01,2022,0,0
Cities,Regional Futures - Events and Activations,Round 1,BOP Industries Pty Ltd,Brisbane City,4000,,,Innovation in Education Festival in July 2022 and Young Entrepreneurs Hub 2022-23 program,Dutton Park,4102,,Brisbane (C),Brisbane and Redlands,McConnel,10000,2022-06-03,2022,0,0
Cities,Regional Futures - Events and Activations,Round 1,Gow Services Pty Ltd,Pullenvale,4069,," Southern Cross University 
 Gold Coast City Council 
 Gold Coast Innovation Hub Limited 
 Noosa Shire Council","International Speaker Series 2022 – Mr Gary Bolles, Future of Work Events",Peregian Beach,4573,Brisban & Gold Coast,Brisbane (C),Sunshine Coast,Moggill,30505,2022-08-15,2022,0,0
Regional Councils,Regional Futures - Events and Activations,Round 1,Silicon Coast Limited,Minyama,4575,,,Forward Festival (FWD Fest) - September 2022,Minyama,4575,,Sunshine Coast (R),Sunshine Coast,Kawana,15250,2022-08-26,2022,0,0
Cities,Open Innovation Challenge,Round 1,The Queensland XR Hub Pty Ltd,Fortitude Valley,4006,,,Immersive Technologies Corporate Innovation Partnership,Fortitude Valley,4006,,Brisbane (C),Brisbane and Redlands,McConnel,150000,2022-09-02,2022,0,0
Cities,Regional Futures - Collaborative Projects,Collaborative Projects 2021,Co Spaces Pty Ltd,Southport,4215,," Mater Misericordiae Ltd 
 City of Gold Coast Council 
 Griffith University",LuminaX Health Accelerator,Southport,4215,,Gold Coast (C),Gold Coast,Southport,150000,2022-10-12,2022,0,1
Regional Councils,Regional Futures - Collaborative Projects,Collaborative Projects 2021,Red Ridge Interior Queensland Ltd,Blackall,4472,," RAPAD Employment Services Queensland Pty Ltd 
 Central West Aboriginal Corporation",Canvas to Catwalk,Blackall,4472,,Blackall-Tambo (R),Outback Queensland,Gregory,60000,2022-10-12,2022,1,0
Cities,Regional Futures - Collaborative Projects,Collaborative Projects 2021,Griffith University,Southport,4215,, Gold Coast Hospital and Health Service,Clinical Entrepreneurship Change Agents Program,Southport,4215,,Gold Coast (C),Gold Coast,Bonney,200000,2022-10-12,2022,0,0
Cities,Regional Futures - Collaborative Projects,Collaborative Projects 2021,NeuTex Pty Ltd,Southport,4215,," Gold Coast Hospital Foundation 
 Gold Coast Private Hospital Pty Ltd",Image-guided Surgical Technologies Centre,Southport,4215,,Gold Coast (C),Gold Coast,Bonney,200000,2022-10-12,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Liquid State Pty Ltd,Stones Corner,4120,,,"Patient-centred platform for chronic disease self-monitoring, management, and communication",Stones Corner,4120,,Brisbane (C),Brisbane and Redlands,Greenslopes,100000,2022-11-01,2022,0,1
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Emerging Healthcare Operations Pty Ltd,Milton,4064,,,Virtual Paediatric Emergency Care for Queensland Health Services,Milton,4064,,Brisbane (C),Brisbane and Redlands,Cooper,100000,2022-11-01,2022,0,1
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Stackle Pty Ltd,Seven Hills,4170,,,Stackle for Innovating and Personalising Online Learning,Seven Hills,4170,,Brisbane (C),Brisbane and Redlands,Bulimba,98500,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,The Smarter Towing Company Pty Ltd,Burbank,4156,,,Real-time wheel bearing monitoring for trucks caravans and trailers.,Burbank,4156,,Brisbane (C),Brisbane and Redlands,Mansfield,100000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Townlec Auto Electrical Pty Ltd,Garbutt,4814,,,Commercialising LokaBox,Garbutt,4814,,Townsville (C),Townsville,Townsville,100000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Voltin Operations Pty Ltd,Virginia,4014,,,"10,000 Safer Cities - Autonomous Façade Assessment System",Virginia,4014,,Brisbane (C),Brisbane and Redlands,Nudgee,100000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Layer Labs Pty Ltd,Brisbane City,4000,,,Digital IP Licensing Marketplace for Video Gaming Industry,Bowen Hills,4006,,Brisbane (C),Brisbane and Redlands,McConnel,200000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,My Virtual Freight Forwarder Pty Ltd,Redland Bay,4165,,,All-in-one digital freight management platform for small cargo importer businesses,Redland Bay,4165,,Redland (C),Brisbane and Redlands,Redlands,57623,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,PEMDx Pty Ltd,South Brisbane,4101,,,Flow-Bag Oxygen Mask Respiratory Indicator,South Brisbane,4101,,Brisbane (C),Brisbane and Redlands,South Brisbane,92270,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Predico Software Pty Ltd,Brisbane City,4000,,,Data Driven AI for Resource Optimisation,Brisbane City,4000,,Brisbane (C),Brisbane and Redlands,McConnel,177000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,S4S Trading Pty Ltd,Rochedale,4123,,,Switch4Schools - student mental health and wellbeing,Rochedale,4123,,Brisbane (C),Brisbane and Redlands,Mansfield,100000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Spur Labs Pty Ltd,West End,4101,,,Toucan,West End,4101,,Brisbane (C),Brisbane and Redlands,South Brisbane,200000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Bloom Impact Investing Pty Ltd,Newstead,4006,,,Digital Platform to make Renewables and Cleantech investments accessible,Newstead,4006,,Brisbane (C),Brisbane and Redlands,McConnel,50000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Elemental Instruments Pty Ltd,Fairfield,4103,,,Precision magnetic fields for scientific and industrial applications,Fairfield,4103,,Brisbane (C),Brisbane and Redlands,Miller,45000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Flametree Technologies Pty Ltd,West End,4101,,,Portfolio risk analysis software,West End,4101,,Brisbane (C),Brisbane and Redlands,South Brisbane,100000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Global Road Technology Holdings Pty Ltd,Southport,4215,,,SMART Dosing Unit for Mining Dust Suppression & Water Management,Southport,4215,,Gold Coast (C),Gold Coast,Southport,100000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Laronix Pty Ltd,Brisbane City,4000,,,Commercialising Voice Technology Supporting Phone/Online Communication in Voice-Impaired Communities,Brisbane City,4000,,Brisbane (C),Brisbane and Redlands,McConnel,197950,2022-11-01,2022,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Mineral Fox Pty Ltd,Coolum Beach,4573,,,Commercialisation of Mineral Fox Botanicrete to the Australian Market,Coolum Beach,4573,,Sunshine Coast (R),Sunshine Coast,Ninderry,100000,2022-11-01,2022,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,TerraCipher Pty Ltd,Alton Downs,4702,,,Shaipup - A knowledge brokering marketplace,Alton Downs,4702,,Rockhampton (R),Central Queensland,Mirani,100000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,Watergum Community Inc,Burleigh Heads,4220,,,Watergum Cane Toad Tadpole Trap and Lures,Burleigh Heads,4220,,Gold Coast (C),Gold Coast,Burleigh,200000,2022-11-01,2022,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 9,WDU Enterprises Pty Ltd,Burbank,4156,,,"Modular, scalable & flat-packable commercial (large-scale) worm farms",Burbank,4156,,Brisbane (C),Brisbane and Redlands,Mansfield,92940,2022-11-01,2022,0,0
Cities,Regional Futures - ED Qld Con Teams,Ecosystem Development 2022,Regional Development Australia Ipswich and West Moreton Inc,Ipswich,4305,,,Queensland Connects Cohort 3 - Ipswich & West Moreton Inc,Ipswich,4305,Ipswich city and Mount Tamborine,Ipswich (C),Ipswich,Ipswich,30000,2022-11-07,2022,0,0
Cities,Regional Futures - ED Qld Con Teams,Ecosystem Development 2022,Logan City Council,Logan Central,4114,,,Queensland Connects Cohort 3 - Logan City Council,Logan Central,4114,,Logan (C),Logan,Logan,30000,2022-11-07,2022,0,0
Cities,Regional Futures - ED Qld Con Teams,Ecosystem Development 2022,Smart Precinct NQ Limited,Townsville City,4810,,,Queensland Connects Cohort 3 - Smart Precinct NQ Ltd,Townsville,4810,,Townsville (C),Townsville,Townsville,30000,2022-11-07,2022,0,0
Cities,Ignite+,Pilot ,Advisory Board Centre Pty Ltd,Brisbane City,4000,,,Ignite+,Brisbane City,4000,Multiple Locations of Activity/Project,Brisbane (C),Brisbane and Redlands,McConnel,430550,2022-11-15,2022,0,0
Cities,Private Sector Pathways Program,PSP - Mater Education - Diploma of Nursing Round - 2022,CPD Central Pty Ltd,Southport,4215,, Mater Education Ltd,Improving Student Retention and Engagement with Integrated & Innovative Education Delivery,Southport,4215,"Onsite @ Mater Education & at any practical locations such as an aged care facility & 38 Alison street, Carrara",Gold Coast (C),Gold Coast,Bonney,47345,2022-11-22,2022,0,1
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,The University of Queensland,St Lucia,4067,, Patheon Biologics Australia Pty Ltd,Biopharmaceuticals 4.0: Designing Cell Factories for difficult to express proteins- Veronica Martinez,St Lucia,4072,"37 Kent St, Woolloongabba QLD 4102",Brisbane (C),Brisbane and Redlands,Maiwar,360000,2022-12-15,2022,0,1
